6, 5581
7, 5479
7, 43
8, 5171
8, 44
10, 60325
10, 138
11, 5353
12, 5643
13, 5191
13, 43
14, 5686
15, 4936
16, 5278
16, 91
16, 91
17, 5259
19, 59837
19, 83
20, 5440
21, 4967
22, 5096
23, 5612
24, 5360
24, 93
25, 5356
25, 121
26, 5344
26, 89
26, 122
28, 60100
28, 84
29, 5088
29, 78
29, 91
30, 5519
31, 5396
32, 5410
32, 105
33, 5216
34, 2728
35, 2679
35, 44
36, 2695
1, 60334
2, 6239
3, 5606
3, 85
4, 5211
5, 5107
6, 5608
7, 5536
7, 46
7, 48
8, 5063
8, 84
10, 60269
11, 5466
12, 5687
12, 94
13, 5084
14, 5169
15, 5548
16, 5255
17, 5395
19, 59882
20, 5516
21, 4963
21, 44
22, 5044
23, 5600
23, 83
24, 5299
24, 44
24, 86
25, 5318
26, 5497
28, 60247
28, 85
29, 5097
29, 91
30, 5621
31, 5412
32, 5374
33, 5350
34, 2743
35, 2675
35, 77
36, 2603
1, 60395
2, 6179
3, 5552
4, 5359
5, 5109
5, 79
6, 5563
6, 79
7, 5374
8, 5214
10, 60371
10, 44
11, 5460
12, 5631
13, 5189
13, 75
13, 79
14, 5012
15, 5496
15, 44
15, 46
16, 5772
17, 4837
17, 44
19, 59813
20, 5545
20, 80
21, 4879
22, 5089
23, 5594
24, 5376
25, 5577
26, 5403
26, 74
28, 60168
28, 90
29, 5057
29, 91
30, 5621
30, 44
30, 45
31, 5261
32, 5435
32, 80
33, 5276
33, 86
33, 87
34, 2551
35, 2677
36, 2680
1, 60352
2, 6185
3, 5552
4, 5362
4, 84
5, 5035
6, 5617
6, 95
7, 5401
8, 5197
8, 116
10, 60253
10, 45
11, 5471
12, 5613
12, 45
12, 47
13, 5099
14, 5184
15, 5482
15, 69
16, 5170
16, 95
17, 5606
17, 42
19, 59559
20, 5483
21, 5076
21, 80
22, 4953
23, 5542
24, 5455
24, 81
25, 5359
26, 5452
26, 42
26, 46
26, 47
28, 60155
28, 88
29, 5099
29, 78
30, 5615
31, 5404
32, 5379
33, 5300
34, 2780
35, 2686
35, 80
35, 88
35, 95
35, 91
35, 66
35, 49
35, 47
35, 101
35, 33
35, 30
36, 1997
36, 96
36, 92
36, 35
36, 26
36, 26
36, 27
36, 25
36, 25
36, 27
36, 26
36, 34
1, 60364
1, 91
2, 6138
2, 89
3, 5444
3, 43
4, 5318
4, 73
5, 5048
6, 5619
6, 72
7, 5388
8, 5288
8, 84
10, 60203
11, 5516
11, 56
12, 5555
13, 5192
13, 62
14, 5140
15, 5451
15, 44
16, 5198
17, 5457
19, 59851
19, 44
20, 5456
20, 88
20, 86
21, 4829
21, 43
22, 5052
22, 83
22, 91
23, 5349
23, 157
24, 5346
25, 5388
26, 5471
26, 43
28, 60245
29, 5208
30, 5688
31, 5413
31, 93
32, 5277
33, 5292
34, 2751
35, 2712
36, 2731
36, 85
1, 60347
2, 6239
3, 5546
4, 5328
4, 78
5, 5010
6, 5605
7, 5481
8, 5214
10, 60372
11, 5466
12, 5677
13, 5193
14, 5167
15, 5496
16, 5245
16, 54
17, 5414
17, 85
19, 60421
20, 4818
20, 53
21, 4969
21, 43
21, 65
22, 4984
22, 83
23, 5483
24, 5410
25, 5450
26, 5471
28, 60277
28, 44
29, 5190
30, 5657
31, 5351
31, 83
32, 5353
33, 5297
34, 2796
35, 2670
35, 44
35, 98
36, 2568
1, 60604
1, 44
2, 5997
2, 64
2, 45
3, 5372
4, 5445
4, 96
5, 4956
5, 82
6, 5503
6, 84
6, 83
7, 5311
8, 5214
10, 60370
11, 5515
11, 101
12, 5523
13, 5202
13, 75
14, 5104
15, 5460
16, 5243
17, 5456
17, 43
19, 59814
19, 45
19, 46
20, 5392
21, 5324
22, 4796
22, 57
23, 5474
24, 5443
25, 5448
25, 86
26, 5566
26, 71
26, 52
28, 59974
29, 5179
30, 5713
31, 5387
32, 5412
33, 5306
34, 2767
35, 2675
35, 93
36, 2730
1, 60345
1, 92
2, 6138
2, 58
3, 5493
4, 5362
5, 5118
6, 5618
6, 90
7, 5541
8, 5152
10, 60281
10, 42
10, 147
11, 5275
11, 92
12, 5617
12, 77
13, 5083
13, 82
14, 5083
14, 122
15, 5386
16, 5224
16, 93
17, 5350
17, 42
17, 43
19, 59771
19, 93
20, 5624
20, 72
21, 4718
22, 5117
23, 5534
24, 5378
24, 96
25, 5354
26, 5469
26, 105
28, 60207
28, 93
29, 5128
29, 66
29, 47
29, 47
29, 50
30, 5442
30, 95
31, 5283
32, 5404
33, 5349
34, 2745
35, 2673
36, 2713
36, 106
1, 60293
2, 6239
3, 5552
4, 5364
4, 70
5, 5106
6, 5592
6, 75
7, 5380
8, 5241
10, 60313
11, 5512
12, 5619
12, 77
13, 5117
14, 5168
15, 5495
16, 5244
17, 5477
19, 59835
20, 5536
21, 5183
22, 4898
22, 65
23, 5426
24, 5439
25, 5457
25, 73
26, 5375
28, 60292
28, 40
29, 5141
29, 75
30, 5620
31, 5369
32, 5428
33, 5329
34, 2731
35, 2685
36, 2694
1, 60337
2, 6246
2, 95
3, 5551
4, 5292
5, 5128
6, 5640
7, 5417
7, 114
8, 5148
8, 93
10, 60229
11, 5495
12, 5640
13, 5225
13, 89
14, 5277
15, 5262
15, 108
16, 5137
17, 5517
17, 65
19, 59741
19, 45
20, 5459
21, 5028
22, 5854
23, 4727
23, 43
24, 5445
25, 5415
25, 91
26, 5464
26, 56
26, 148
28, 59996
28, 99
29, 5088
29, 48
30, 5652
31, 5351
32, 5435
32, 128
33, 5168
34, 2789
34, 58
34, 39
34, 30
34, 39
35, 2512
36, 2708
36, 112
1, 60298
1, 97
2, 6141
3, 5612
3, 96
4, 5206
5, 5165
6, 5568
6, 84
7, 5463
7, 110
8, 5061
8, 98
10, 60290
11, 5484
11, 75
11, 84
12, 5455
12, 65
13, 5158
14, 5160
15, 5484
16, 5240
17, 5452
17, 80
19, 59813
20, 5446
21, 5023
22, 5108
23, 5940
24, 5045
24, 89
25, 5340
26, 5467
26, 88
28, 60346
29, 5044
29, 44
29, 86
30, 5654
31, 5276
32, 5494
33, 5271
34, 2766
34, 36
34, 31
34, 30
34, 44
35, 2582
35, 57
35, 52
36, 2567
36, 184
1, 60335
2, 6239
3, 5577
3, 91
4, 5244
4, 137
5, 4983
6, 5627
7, 5486
7, 84
7, 88
8, 5019
10, 60453
10, 100
11, 5332
12, 5650
13, 5171
13, 90
13, 72
14, 4990
14, 44
14, 44
15, 5408
16, 5242
17, 5524
17, 57
19, 59803
20, 5414
21, 5018
22, 5091
22, 92
23, 5474
24, 5659
25, 5201
26, 5450
26, 94
28, 60278
28, 82
29, 5021
30, 5705
31, 5405
31, 85
32, 5307
33, 5278
33, 89
34, 2697
35, 2682
35, 83
35, 87
35, 45
36, 2524
1, 60309
1, 87
1, 69
2, 6071
3, 5551
4, 5419
4, 56
5, 4996
5, 87
6, 5537
7, 5520
8, 5158
8, 89
10, 60281
11, 5465
11, 83
12, 5593
13, 5193
13, 107
14, 5061
15, 5557
15, 56
15, 46
16, 5081
16, 44
17, 5409
19, 59859
20, 5511
20, 86
21, 4923
21, 83
22, 4975
22, 43
23, 5497
24, 5443
25, 5716
26, 5191
28, 60291
28, 44
28, 67
29, 5071
30, 5711
31, 5353
32, 5433
33, 5297
33, 81
34, 2710
35, 2731
36, 2614
36, 44
36, 46
36, 92
36, 65
36, 28
36, 27
36, 27
36, 25
36, 24
36, 25
36, 27
36, 150
1, 60385
1, 64
2, 6124
3, 5553
4, 5393
5, 5100
6, 5591
7, 5480
7, 84
8, 5123
8, 87
10, 60270
11, 5489
11, 85
12, 5557
12, 97
13, 5093
14, 5168
14, 59
15, 5496
16, 5187
16, 90
17, 5353
19, 59869
19, 91
19, 87
20, 5294
21, 5020
21, 45
22, 5042
22, 89
23, 5502
23, 77
23, 49
24, 5284
24, 91
25, 5393
25, 75
25, 46
26, 5531
26, 64
28, 60005
28, 81
29, 5082
30, 5713
31, 5349
31, 99
32, 5335
33, 5300
34, 2791
35, 2672
36, 2698
1, 60344
1, 83
2, 6160
3, 5493
4, 5418
5, 5067
6, 5682
7, 5416
8, 5232
10, 60424
10, 90
11, 5415
12, 5560
13, 5191
13, 80
14, 5084
15, 5542
15, 76
15, 95
16, 5009
17, 5488
17, 83
19, 59734
20, 5535
20, 76
21, 4975
22, 4991
23, 5604
24, 5420
24, 86
25, 5335
26, 5431
28, 60310
29, 5165
30, 5717
30, 141
31, 5279
32, 5373
32, 88
33, 5202
33, 78
34, 2711
35, 2724
36, 2645
36, 74
1, 60365
2, 6231
2, 82
3, 5582
3, 85
4, 5144
5, 5119
5, 112
6, 5505
6, 92
7, 5376
8, 5225
8, 85
10, 60364
10, 87
11, 5282
11, 42
11, 46
12, 5609
12, 106
13, 5066
14, 5167
14, 75
14, 94
15, 5326
16, 5261
16, 88
17, 5352
19, 59857
20, 5484
21, 5075
21, 94
22, 4938
23, 5544
24, 5439
24, 143
25, 5307
26, 5467
26, 89
28, 60469
29, 4915
30, 5714
30, 79
30, 98
31, 5178
31, 92
32, 5325
33, 5281
34, 2793
35, 2678
35, 94
36, 2584
36, 42
1, 60298
2, 6254
3, 5537
4, 5362
4, 96
5, 5041
6, 5622
7, 5497
8, 5156
10, 60432
11, 5426
12, 5651
13, 5189
14, 5167
15, 5497
15, 45
16, 5197
17, 5456
17, 93
19, 59763
19, 73
20, 5426
20, 81
21, 4922
21, 72
22, 5019
22, 45
23, 5496
24, 5440
25, 5508
25, 54
25, 47
26, 5306
28, 60290
29, 5797
30, 5098
31, 5359
32, 5428
33, 5297
33, 82
34, 2699
35, 2689
35, 91
36, 2614
36, 87
36, 87
36, 36
36, 30
36, 28
36, 26
36, 25
36, 27
36, 26
36, 34
1, 60525
1, 229
1, 164
1, 128
1, 135
1, 118
1, 68
1, 48
1, 49
2, 5415
3, 5259
3, 84
4, 5256
4, 73
4, 94
5, 4950
6, 5712
6, 84
7, 5313
7, 101
7, 81
8, 5069
8, 98
10, 60272
10, 114
11, 5353
12, 5678
13, 5164
13, 95
13, 84
14, 5013
15, 5470
15, 99
16, 5122
16, 142
17, 5377
19, 59779
20, 5565
20, 55
20, 66
21, 4891
21, 91
22, 4946
22, 99
22, 100
23, 5304
24, 5436
25, 5450
26, 5465
26, 127
28, 60185
28, 93
29, 5071
29, 118
30, 5610
31, 5340
32, 5427
33, 5372
33, 88
34, 2655
35, 2746
35, 55
35, 48
35, 47
35, 84
35, 96
36, 2339
1, 60366
1, 113
2, 6427
3, 5362
4, 5217
5, 5150
5, 95
5, 97
6, 5389
6, 88
7, 5391
8, 5217
10, 60386
11, 5472
12, 5653
13, 5246
14, 5137
14, 103
15, 5376
16, 5517
17, 5175
17, 96
19, 59768
20, 5498
21, 5061
22, 5539
22, 145
23, 4882
24, 5564
24, 123
25, 5201
26, 5462
26, 86
28, 60221
28, 85
29, 5080
29, 89
30, 5883
30, 43
30, 59
31, 4992
32, 5449
33, 5283
33, 101
34, 2702
35, 2732
36, 2632
1, 60297
2, 6283
3, 5507
4, 5362
5, 5120
6, 5617
7, 5528
8, 5161
10, 60392
11, 5489
12, 5621
13, 5191
14, 5168
15, 5496
16, 5245
16, 84
17, 5387
19, 59842
20, 5497
20, 71
21, 4947
22, 5131
23, 5478
23, 43
23, 88
24, 5308
24, 45
25, 5466
25, 54
26, 5351
26, 80
28, 60211
29, 5184
30, 5712
30, 85
31, 5652
32, 5033
33, 5300
34, 2752
34, 46
35, 2669
36, 2681
1, 60334
2, 6267
2, 89
3, 5435
4, 5361
5, 5200
6, 5537
6, 124
7, 5356
8, 5239
8, 83
10, 60275
10, 104
11, 5384
12, 5621
12, 76
13, 5150
14, 5151
14, 83
15, 5454
15, 60
15, 47
16, 5096
17, 5461
17, 80
19, 59748
19, 46
20, 5511
20, 92
21, 4893
22, 5050
22, 45
22, 44
22, 56
23, 5445
24, 5380
25, 5504
25, 55
25, 46
26, 5313
26, 84
28, 60240
29, 5129
30, 5712
31, 5351
32, 5691
32, 42
32, 48
33, 4952
34, 2786
35, 2719
36, 2640
36, 91
1, 60334
1, 45
2, 6195
2, 48
3, 5761
4, 5098
5, 5171
5, 62
5, 47
6, 5489
6, 111
6, 74
7, 5253
8, 5216
8, 85
10, 60296
11, 5537
11, 88
12, 5491
13, 5240
14, 5169
14, 85
15, 5355
15, 44
16, 5238
17, 5442
17, 83
17, 89
19, 59653
20, 5483
21, 5049
21, 87
22, 4973
22, 80
23, 5519
24, 5393
25, 5444
26, 5464
26, 58
28, 60291
29, 5186
29, 44
29, 47
29, 48
30, 5515
30, 86
31, 5243
31, 84
32, 5351
32, 84
33, 5216
34, 2784
35, 2688
36, 2705
36, 243
36, 76
36, 71
36, 51
1, 60341
2, 6336
3, 5468
4, 5853
5, 4614
5, 141
6, 5477
7, 5615
8, 5074
8, 81
10, 60368
11, 5424
11, 101
12, 5557
13, 5230
14, 5121
14, 94
15, 5340
16, 5246
17, 5561
17, 97
19, 59654
20, 5543
21, 4963
22, 5089
22, 43
22, 111
23, 5377
23, 47
23, 53
23, 112
23, 61
24, 5170
24, 187
25, 5257
26, 5473
28, 60340
28, 84
28, 55
29, 5044
29, 56
29, 47
29, 48
29, 79
30, 5415
31, 5463
31, 79
32, 5233
32, 84
33, 5241
33, 92
33, 86
34, 2588
34, 38
34, 33
34, 29
34, 37
35, 2593
35, 109
35, 56
36, 2461
1, 60406
1, 91
2, 6076
2, 68
3, 5495
4, 5351
5, 5794
6, 4943
6, 41
7, 5439
7, 49
8, 5165
10, 60370
11, 5467
12, 5731
12, 85
13, 5096
14, 5110
15, 5560
15, 83
16, 5098
17, 5511
19, 59852
19, 94
20, 5338
20, 77
20, 91
21, 4851
21, 101
22, 5005
23, 5517
24, 5436
24, 43
24, 80
25, 5388
26, 5441
26, 81
28, 60229
29, 5120
30, 5776
31, 5304
32, 5420
32, 103
33, 5195
33, 112
34, 2683
35, 2674
35, 105
35, 94
36, 2479
36, 93
1, 60403
1, 86
2, 6160
2, 99
2, 100
3, 5305
3, 85
3, 85
4, 5228
4, 84
5, 5065
5, 83
5, 47
5, 50
6, 5606
6, 72
7, 5150
7, 47
7, 45
8, 5118
8, 81
10, 60288
11, 5558
12, 5586
12, 140
13, 5054
14, 5165
14, 153
15, 5366
15, 99
16, 5153
16, 90
17, 5335
19, 59858
20, 5487
21, 5060
21, 91
22, 4953
23, 5543
24, 5511
24, 88
25, 5373
25, 87
26, 5297
26, 45
28, 60252
29, 5190
29, 103
29, 102
30, 5495
31, 5351
32, 5485
33, 5269
33, 87
34, 2681
35, 2689
36, 2677
36, 123
1, 60387
2, 6187
2, 51
2, 78
3, 5440
4, 5344
4, 129
5, 4991
6, 5617
7, 5715
7, 93
8, 4899
8, 43
8, 123
10, 60228
11, 5467
11, 77
12, 5531
12, 86
13, 5148
14, 5132
15, 5476
15, 97
16, 5146
16, 82
17, 5449
17, 88
19, 59755
19, 97
20, 5325
20, 42
20, 78
20, 89
21, 4849
22, 5077
23, 5498
24, 5439
25, 5450
26, 5498
28, 60250
29, 5189
30, 5708
31, 5413
32, 5376
33, 5305
33, 96
34, 2664
35, 2690
35, 48
36, 2763
36, 109
36, 149
1, 60374
2, 6202
3, 5637
3, 92
4, 5185
5, 5121
6, 5618
6, 141
7, 5500
8, 5683
10, 59738
11, 5524
11, 97
12, 5521
13, 5193
13, 45
14, 5122
15, 5523
16, 5253
17, 5419
17, 100
19, 59757
20, 5503
21, 5048
21, 96
22, 5022
23, 5613
23, 75
24, 5262
24, 84
25, 5351
26, 5436
26, 138
28, 60185
29, 5152
30, 5780
30, 84
31, 5245
31, 86
32, 5334
33, 5286
33, 45
33, 45
33, 68
34, 2598
35, 2674
36, 2773
1, 60363
1, 85
2, 6105
3, 5537
4, 5362
5, 5118
6, 5618
6, 85
7, 5479
8, 5130
10, 60370
11, 5465
12, 5679
13, 5192
13, 77
14, 5111
15, 5477
15, 76
16, 5163
17, 5443
19, 59858
19, 44
19, 76
20, 5392
21, 5031
22, 5046
22, 108
23, 5433
24, 5440
25, 5449
26, 5467
26, 74
28, 60274
28, 90
29, 5051
30, 5699
31, 5350
31, 44
32, 5390
33, 5354
34, 2724
35, 2687
36, 2680
1, 60561
2, 5660
2, 103
3, 5458
3, 83
4, 5411
5, 4849
6, 5141
7, 5413
7, 94
7, 58
8, 5428
10, 60477
11, 5544
11, 102
11, 52
12, 5567
12, 99
12, 96
12, 54
13, 5161
13, 112
14, 5410
14, 103
14, 53
15, 5296
15, 87
15, 83
16, 5338
16, 88
17, 5399
17, 87
19, 60049
19, 86
20, 4883
21, 5036
22, 5456
22, 91
23, 5418
24, 5563
24, 103
24, 58
25, 5147
26, 5503
26, 85
26, 86
28, 60166
28, 85
28, 108
29, 5277
29, 44
30, 5691
31, 5541
31, 86
32, 4689
33, 5854
34, 2527
34, 95
1, 60527
2, 5704
2, 92
3, 5506
4, 5471
5, 4841
6, 5089
6, 95
6, 72
7, 5267
7, 44
7, 112
8, 5482
10, 60618
10, 74
11, 5194
12, 5823
12, 86
13, 5353
14, 5429
15, 5505
15, 88
16, 5386
16, 82
17, 5391
17, 44
17, 45
19, 60004
19, 80
19, 84
20, 4795
20, 44
21, 5111
21, 90
22, 5243
22, 183
23, 5440
23, 107
24, 5406
25, 5336
25, 96
26, 5402
26, 98
28, 60211
29, 5509
29, 44
30, 5677
31, 5519
32, 4773
32, 94
33, 5540
34, 2780
34, 45
1, 60491
2, 5689
3, 5605
3, 85
4, 5369
4, 74
5, 4760
5, 74
6, 5065
7, 5417
8, 5583
8, 75
10, 60396
10, 87
10, 50
11, 5606
12, 5509
13, 5425
13, 76
14, 5460
15, 5431
15, 82
16, 5367
16, 49
17, 5447
17, 89
19, 59970
19, 43
20, 4918
20, 47
21, 5047
22, 5393
22, 94
23, 5517
23, 96
24, 5444
25, 5309
25, 86
26, 5372
28, 60319
28, 44
29, 5479
29, 45
30, 5675
31, 5499
31, 73
32, 4675
33, 5641
34, 2846
1, 60564
2, 5741
2, 90
2, 99
3, 5303
3, 184
4, 5294
4, 91
5, 4757
6, 5082
6, 97
7, 5479
7, 91
8, 5450
8, 80
10, 60370
10, 87
11, 5547
12, 5806
12, 83
13, 5086
14, 5527
14, 85
15, 5351
15, 93
16, 5395
17, 5538
17, 96
19, 59944
20, 4959
21, 5109
21, 45
22, 5334
23, 5590
24, 5548
24, 90
25, 5245
25, 92
25, 84
26, 5297
28, 60332
29, 5572
29, 94
30, 5614
31, 5438
32, 4832
32, 80
32, 45
33, 5471
34, 2802
1, 60539
2, 5676
3, 5631
4, 5427
4, 94
5, 4824
5, 88
6, 4912
7, 5505
8, 5560
8, 83
10, 60339
11, 5528
11, 81
12, 5704
12, 44
13, 5765
14, 5104
14, 91
15, 5390
16, 5539
16, 61
16, 46
17, 5315
19, 60108
19, 84
20, 4919
20, 55
21, 5040
22, 5373
23, 5610
24, 5484
24, 86
24, 79
25, 5173
26, 5518
26, 90
28, 60175
29, 5551
30, 5694
31, 5487
32, 4804
33, 5654
34, 2798
1, 60675
2, 5539
2, 87
3, 5564
3, 96
4, 5365
5, 4783
6, 5073
6, 133
7, 5352
8, 5579
10, 60438
11, 5501
12, 5802
12, 91
12, 91
13, 5215
13, 115
14, 5637
15, 5218
15, 42
15, 43
16, 5402
16, 96
17, 5407
19, 60152
20, 4878
21, 5094
21, 73
22, 5310
23, 5644
23, 94
24, 5469
25, 5269
26, 5475
28, 60315
28, 92
29, 5421
29, 75
30, 5701
30, 76
30, 49
30, 48
30, 61
31, 5187
31, 128
32, 4717
32, 66
33, 5516
33, 76
34, 2757
1, 60524
2, 5689
3, 5575
4, 5484
5, 4910
6, 5011
7, 5525
7, 65
7, 49
8, 5413
10, 60441
10, 84
11, 5425
12, 5801
12, 86
13, 5324
13, 95
14, 5456
14, 89
14, 46
15, 5568
16, 5188
17, 5539
17, 61
17, 46
17, 47
19, 59947
20, 4906
21, 5122
22, 5367
23, 5640
23, 57
24, 5440
24, 82
25, 5232
25, 95
26, 5378
28, 60320
28, 43
29, 5476
29, 74
30, 5678
30, 74
31, 5367
32, 4786
33, 5699
33, 90
34, 2658
1, 60525
1, 83
2, 5605
3, 5565
4, 5645
5, 4685
6, 5102
7, 5468
8, 5568
10, 60457
11, 5496
12, 5804
12, 78
12, 93
13, 5284
14, 5442
14, 90
15, 5376
15, 79
15, 87
15, 45
16, 5548
16, 63
17, 5149
19, 60216
19, 90
20, 4747
21, 5169
22, 5322
23, 5572
24, 5548
25, 5335
26, 5498
28, 60338
28, 83
28, 78
29, 5397
29, 94
30, 5548
31, 5486
32, 4799
32, 95
33, 5536
33, 79
34, 2772
34, 80
1, 60589
2, 5645
2, 84
3, 5484
4, 5438
5, 4901
6, 5046
7, 5478
8, 5564
10, 60487
11, 5464
12, 5780
13, 5465
13, 86
14, 5367
15, 5463
16, 5499
16, 92
17, 5641
17, 51
19, 59784
20, 4963
21, 5104
22, 5382
22, 116
23, 5479
24, 5549
24, 79
25, 5256
25, 82
26, 5379
28, 60318
29, 5522
29, 133
30, 5587
31, 5486
32, 4786
33, 5642
33, 86
34, 2707
34, 45
1, 60542
1, 101
2, 5598
2, 68
3, 5455
4, 5557
5, 4765
6, 5072
7, 5479
7, 89
8, 5555
10, 60407
10, 95
11, 5376
12, 5870
12, 91
13, 5283
13, 65
14, 5379
15, 5462
15, 119
16, 5368
17, 5484
17, 89
19, 60006
19, 137
20, 4823
20, 123
21, 5037
21, 65
21, 46
22, 5206
22, 80
23, 5563
23, 86
24, 5428
25, 5313
26, 5473
28, 60351
28, 85
29, 5405
30, 5779
30, 82
31, 5385
31, 110
32, 4693
33, 5586
34, 2790
34, 42
34, 72
1, 60489
2, 5688
3, 5592
4, 5457
5, 4860
6, 5061
7, 5475
8, 5588
10, 60423
11, 5544
11, 82
12, 5718
13, 5416
14, 5466
14, 79
15, 5389
16, 5544
17, 5425
19, 60623
20, 4434
20, 75
21, 5066
22, 5345
23, 5596
23, 85
24, 5482
24, 86
25, 5231
26, 5473
26, 88
28, 60231
28, 44
29, 5476
30, 5724
31, 5501
31, 86
32, 4685
33, 5694
34, 2753
1, 60759
1, 53
2, 5410
2, 95
3, 5473
3, 145
4, 5336
5, 4849
6, 5105
6, 99
7, 5345
8, 5586
10, 60425
11, 5561
11, 81
12, 5678
12, 101
13, 5288
14, 5492
15, 5490
16, 5482
17, 5484
17, 117
19, 60031
20, 5027
21, 5068
22, 5318
23, 5577
23, 90
23, 89
24, 5362
24, 129
25, 5210
26, 5492
26, 92
28, 60209
28, 55
29, 5525
29, 89
30, 5610
30, 87
31, 5363
31, 84
32, 4741
32, 97
33, 5538
34, 2888
1, 60526
2, 5714
2, 93
2, 85
3, 5405
3, 75
4, 5376
5, 4848
5, 45
6, 5083
7, 5422
8, 5587
10, 60423
11, 5552
12, 5763
13, 5503
13, 81
14, 5324
15, 5485
16, 5544
16, 55
16, 48
16, 48
16, 72
17, 5187
19, 60102
20, 5702
21, 4386
21, 91
22, 5308
22, 94
23, 5472
24, 5536
25, 5326
26, 5472
26, 94
28, 60228
29, 5547
29, 89
30, 5627
31, 5501
32, 4790
33, 5603
33, 56
33, 48
34, 2688
34, 83
1, 60490
2, 5742
3, 5513
4, 5493
5, 4838
5, 43
6, 5030
6, 76
7, 5435
8, 5544
8, 104
10, 60328
10, 91
11, 5428
11, 84
12, 5702
13, 5417
14, 5486
14, 45
15, 5442
15, 103
16, 5405
17, 5509
17, 80
17, 46
19, 59919
20, 4959
20, 43
21, 5546
22, 4896
22, 119
23, 5475
23, 41
24, 5507
24, 99
25, 5240
26, 5489
26, 80
28, 60210
29, 5522
30, 5722
30, 83
31, 5417
32, 4771
33, 5666
34, 2768
34, 43
1, 60527
2, 5713
2, 91
3, 5536
3, 87
4, 5321
5, 4912
6, 5017
6, 99
6, 133
7, 5233
7, 112
8, 5476
8, 94
10, 60328
11, 5529
11, 56
11, 91
12, 5686
12, 100
13, 5342
13, 81
14, 5325
14, 45
14, 170
15, 5270
15, 89
15, 90
16, 5309
17, 5482
17, 93
17, 89
19, 59967
20, 4905
20, 46
20, 47
21, 5010
22, 5886
23, 5122
23, 89
24, 5428
24, 47
25, 5291
26, 5513
28, 60279
29, 5603
29, 103
30, 5537
30, 75
31, 5412
31, 43
32, 4797
33, 5588
33, 46
33, 105
33, 78
34, 2570
34, 143
1, 60493
1, 105
2, 5582
2, 45
3, 5546
3, 160
4, 5307
5, 4888
5, 103
6, 4929
7, 5479
7, 47
7, 47
8, 5491
8, 47
10, 60380
11, 5525
12, 5849
12, 124
12, 183
13, 5046
13, 45
14, 5508
14, 94
15, 5328
16, 5539
16, 89
17, 5357
19, 60082
20, 4966
20, 87
21, 5034
22, 5359
23, 5856
23, 42
24, 5254
